ID,Category,Type,Difficulty,Question / Statement,Created By,번역,한국인_적합도,분류_이유,출제_추천
11202,History,Multiple Choice,Medium,"Which British monarch was also known as ""William of Orange""?",MrStabby87,"""오렌지의 윌리엄""으로도 알려진 영국 군주는 누구인가요?",일반,세계사 교육이나 일반 교양으로 접할 수 있는 역사 문제입니다.,추천
11175,Entertainment: Music,Multiple Choice,Medium,Pearl Jam was originally named after which sports figure?,that1capybara,Pearl Jam은 원래 어떤 스포츠 선수의 이름을 따서 명명되었습니까?,전문/마니아,특정 가수·밴드·음반의 세부 이력을 알아야 풀 수 있습니다.,조건부
11093,Art,Multiple Choice,Medium,"Who painted ""The Scream""?",aimzatron,<절규>를 그린 사람은 누구인가요?,일반,학교 교육이나 대중매체에서 접할 수 있는 미술 상식입니다.,추천
11065,History,Multiple Choice,Easy,"What battle was the longest in World War I, lasting approximately 303 days?",M4rch,제1차 세계 대전에서 약 303일 동안 지속된 가장 긴 전투는 무엇인가요?,일반,세계사 교육이나 일반 교양으로 접할 수 있는 역사 문제입니다.,추천
10952,Geography,True / False,Easy,Argentina's name comes from the latin name for Silver.,HeyStella,아르헨티나의 이름은 은(Silver)의 라틴어 이름에서 유래되었습니다.,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,추천
10951,Geography,True / False,Easy,Colombia is named after Christopher Columbus.,HeyStella,콜롬비아는 크리스토퍼 콜럼버스의 이름을 따서 명명되었습니다.,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,추천
10950,Geography,True / False,Easy,"Until 1939, Laos was called Siam.",HeyStella,1939년까지 라오스는 시암(Siam)으로 불렸다.,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,추천
10949,Geography,Multiple Choice,Easy,Guyana is in which continent?,HeyStella,가이아나는 어느 대륙에 있나요?,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,추천
10948,Geography,Multiple Choice,Easy,The country of Belize borders which country?,HeyStella,벨리즈 국가와 접해 있는 국가는 어디일까요?,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,추천
10947,Geography,Multiple Choice,Medium,Where is the ancient city of Petra located?,HeyStella,고대 도시 페트라는 어디에 위치해 있나요?,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,추천
10877,Geography,True / False,Easy,Miami is Florida's largest city.,food,마이애미는 플로리다에서 가장 큰 도시이다.,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,추천
10840,Geography,Multiple Choice,Easy,Which Borough is the farthest in the north of New York City?,Rexthedude13,뉴욕시 북쪽에서 가장 먼 자치구는 어디인가요?,해외특화,특정 외국의 지방 행정구역에 관한 현지 중심 지식입니다.,조건부
10824,Entertainment: Music,Multiple Choice,Easy,Who was the most streamed artist on Spotify in 2019?,CRAIGCONTRERAS,2019년 Spotify에서 가장 많이 스트리밍된 아티스트는 누구인가요?,전문/마니아,특정 가수·밴드·음반의 세부 이력을 알아야 풀 수 있습니다.,조건부
10813,Geography,Multiple Choice,Medium,"In Washington, D.C. what does the ""C"" stand for?",Soothsayer98,"워싱턴 D.C.에서 ""C""는 무엇을 의미하나요?",일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,추천
10806,Geography,Multiple Choice,Hard,What is the capital of Suriname?,Soothsayer98,수리남의 수도는 무엇인가요?,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,조건부
10804,Geography,Multiple Choice,Hard,Which of these African countries displays a gun on their flag?,Soothsayer98,다음 중 국기에 총을 표시하는 아프리카 국가는 어디인가요?,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,조건부
10759,Entertainment: Music,Multiple Choice,Medium,"When did Radiohead release their album ""OK Computer""?",JaK3,"라디오헤드는 언제 앨범 ""OK Computer""를 발표했나요?",전문/마니아,특정 가수·밴드·음반의 세부 이력을 알아야 풀 수 있습니다.,조건부
10752,Science: Mathematics,Multiple Choice,Easy,Who proved Fermat's Last Theorem?,ears,페르마의 마지막 정리를 증명한 사람은 누구인가요?,전문/마니아,고급 수학 개념이나 수학사 지식이 필요한 문제입니다.,조건부
10728,Geography,True / False,Easy,South Africa has more than one capital city,dewaldels,남아프리카공화국에는 수도가 두 개 이상 있습니다.,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,추천
10703,Art,Multiple Choice,Easy,What is another name for La Gioconda / La Joconde?,jiffle,La Gioconda / La Joconde의 또 다른 이름은 무엇인가요?,일반,학교 교육이나 대중매체에서 접할 수 있는 미술 상식입니다.,추천
10701,Art,Multiple Choice,Easy,Which artist is famous for cutting off his ear?,jiffle,귀를 잘린 것으로 유명한 예술가는 누구일까요?,일반,학교 교육이나 대중매체에서 접할 수 있는 미술 상식입니다.,추천
10690,Geography,Multiple Choice,Hard,What was the original name of Ho Chi Minh City?,jiffle,호치민시의 원래 이름은 무엇인가요?,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,조건부
10689,Geography,Multiple Choice,Hard,What is special about Lake Titicaca?,jiffle,티티카카 호수의 특별한 점은 무엇인가요?,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,조건부
10685,Geography,Multiple Choice,Medium,Which stretch of water connects the Atlantic Ocean to the Mediterranean Sea?,jiffle,대서양과 지중해를 연결하는 물의 범위는 어디인가요?,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,추천
10684,Geography,Multiple Choice,Medium,Which is the smallest country in the world?,jiffle,세계에서 가장 작은 나라는 어디일까요?,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,추천
10680,Geography,Multiple Choice,Easy,Where was the ancient city of Pompeii?,jiffle,고대 도시 폼페이는 어디에 있었나요?,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,추천
10625,Science: Computers,Multiple Choice,Easy,Color model CMYK stands for?,SilverSandRGF,색상 모델 CMYK는?,전문/마니아,컴퓨터 구조·소프트웨어에 관한 기술 지식이 필요한 문제입니다.,조건부
10603,Art,Multiple Choice,Medium,"In ""Last Supper"" by Leonardo Da Vinci, what two colors were the robes worn by Jesus?",Druss,레오나르도 다빈치의 '최후의 만찬'에서 예수가 입었던 옷은 두 가지 색깔이었나요?,일반,학교 교육이나 대중매체에서 접할 수 있는 미술 상식입니다.,추천
10525,Geography,Multiple Choice,Hard,Which of the following landlocked countries is entirely contained within another country?,Pinocchio,다음 내륙 국가 중 완전히 다른 국가 내에 포함되어 있는 국가는 어디인가요?,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,조건부
10520,Geography,Multiple Choice,Easy,What is the capital of Finland?,Pinocchio,핀란드의 수도는 무엇인가요?,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,추천
10500,Science: Mathematics,Multiple Choice,Easy,What is the mathematician Euler's first name?,franklincool,수학자 오일러의 이름은 무엇인가요?,일반,한국의 학교 수학이나 기초 수학 상식으로 접할 수 있습니다.,추천
10487,Science: Mathematics,Multiple Choice,Hard,What is the only Millennium Prize Problem that has been solved so far?,franklincool,지금까지 해결된 유일한 밀레니엄상 문제는 무엇인가요?,전문/마니아,특정 분야 지식과 기준 시점 확인이 모두 필요한 문제입니다.,비추천
10469,Entertainment: Music,True / False,Medium,The album reputation by Taylor Swift has 15 songs,kiko1801,Taylor Swift의 앨범 평판에는 15곡이 있습니다.,전문/마니아,특정 가수·밴드·음반의 세부 이력을 알아야 풀 수 있습니다.,조건부
10464,Geography,Multiple Choice,Easy,Which US state is furthest north east?,Druss,미국에서 북동쪽으로 가장 먼 주는 어디인가요?,해외특화,특정 외국의 지방 행정구역에 관한 현지 중심 지식입니다.,조건부
10462,Geography,Multiple Choice,Hard,Which of these is an official currency of the Cook Islands?,Druss,다음 중 쿡 제도의 공식 통화는 무엇인가요?,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,조건부
10461,Geography,Multiple Choice,Medium,A lion brandishing a sword is depicted on the national flag of which country?,Druss,칼을 휘두르는 사자가 국기에 그려져 있는 나라는 어디일까요?,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,추천
10446,Entertainment: Music,Multiple Choice,Hard,What rock group is named after a gym teacher who taught at the original band members' high school?,Druss,원래 밴드 멤버들의 고등학교에서 가르쳤던 체육 교사의 이름을 딴 록 그룹은 무엇인가요?,전문/마니아,특정 가수·밴드·음반의 세부 이력을 알아야 풀 수 있습니다.,비추천
10441,Entertainment: Music,Multiple Choice,Easy,"What kind of instrument is a ""Mandolin""?",MrStabby87,만돌린은 어떤 악기인가요?,전문/마니아,특정 가수·밴드·음반의 세부 이력을 알아야 풀 수 있습니다.,조건부
10422,Entertainment: Music,Multiple Choice,Medium,A piccolo is a smaller version of what instrument?,Druss,피콜로는 어떤 악기의 작은 버전인가요?,전문/마니아,특정 가수·밴드·음반의 세부 이력을 알아야 풀 수 있습니다.,조건부
10376,Art,Multiple Choice,Hard,What nationality was the famous artist Van Gogh?,EvieAstwood,유명한 예술가 반 고흐는 어느 국적의 사람이었습니까?,일반,학교 교육이나 대중매체에서 접할 수 있는 미술 상식입니다.,조건부
10375,Art,True / False,Hard,A typical trait of the Expressionist art movement is to distort the world radically for emotional effect.,EvieAstwood,표현주의 미술 운동의 전형적인 특징은 정서적 효과를 위해 세상을 근본적으로 왜곡하는 것입니다.,전문/마니아,특정 미술 작품·작가에 관한 전문적인 배경지식이 필요합니다.,비추천
10374,Art,True / False,Hard,"The name ""Impressionsim"" was first given to that art movement by a critic's satirical review of a Monet painting.",EvieAstwood,"""인상심(Impressionsim)""이라는 이름은 모네 그림에 대한 한 비평가의 풍자적 평가에서 처음으로 이 예술 운동에 붙여졌습니다.",전문/마니아,특정 미술 작품·작가에 관한 전문적인 배경지식이 필요합니다.,비추천
10372,Art,Multiple Choice,Hard,Which art movement was Pablo Picasso known for co-founding?,EvieAstwood,파블로 피카소가 공동 창립한 것으로 알려진 예술 운동은 무엇인가요?,일반,학교 교육이나 대중매체에서 접할 수 있는 미술 상식입니다.,조건부
10370,Art,Multiple Choice,Hard,What nationality was the famous artist Pablo Picasso?,EvieAstwood,유명한 예술가 파블로 피카소는 어느 국적의 사람이었습니까?,일반,학교 교육이나 대중매체에서 접할 수 있는 미술 상식입니다.,조건부
10316,History,Multiple Choice,Hard,What was the Canada's first capital?,Vinz,캐나다 최초의 수도는 어디인가요?,일반,세계사 교육이나 일반 교양으로 접할 수 있는 역사 문제입니다.,조건부
10313,Geography,Multiple Choice,Easy,Which city is the biggest in Canada?,Vinz,캐나다에서 가장 큰 도시는 어디인가요?,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,추천
10312,History,Multiple Choice,Easy,"Where did first known lesbian rights organization in the United States, Daughters of Bilitis, start?",keerthana,미국 최초의 레즈비언 권리 단체인 Daughters of Bilitis는 어디에서 시작되었습니까?,일반,세계사 교육이나 일반 교양으로 접할 수 있는 역사 문제입니다.,추천
